1.62%
5.03%
  7.17%
  5.74%
5.44%
4.90%
4.18%
4.19%
4.47%
6.40%
2.49%


1.98%
2.09%
1.61%
1.97%
2.03%
1.93%
1.81%
2.23%
2.56%
2.09%
2.46%
2.42%
2.43%
1.93%
2.32%
2.48%
2.23%
1.99%
2.19%
2.15%
2.14%
2.29%
2.41%
2.14%
2.25%
2.16%
2.09%
1.75%
2.42%
2.78%
2.47%









2.49%
2.58%
2.25%
1.87%
2.39%
2.76%
2.29%
2.04%
2.03%
1.99%
2.00%
2.15%
2.49%
2.16%
2.03%
4.51%
  6.90%
6.12%
5.17%
4.33%
4.62%
5.48%
2.06%
1.75%
1.71%
1.87%
2.31%
1.93%
1.91%
2.08%




















2.08%
1.80%
2.58%
2.91%
2.75%
2.90%
2.83%
2.49%
2.54%
2.39%
3.01%
2.51%
2.61%
2.54%
2.45%
2.41%
2.54%
2.66%
2.46%
1.96%
2.17%
2.16%
2.33%
2.49%
2.64%
2.92%
2.55%
2.45%
2.49%
2.36%
3.13%



















3.45%
3.37%
3.54%
3.56%
3.20%
3.02%
3.24%
3.50%
3.02%
2.96%
2.99%
2.57%
1.99%
2.71%
2.89%
3.28%
0.91%
2.70%
2.43%
2.58%
2.75%
2.98%
3.32%
2.03%
1.81%
2.35%
1.81%
2.61%
2.71%
2.53%




















   2.27%
   2.32%
   2.43%
 2.27%
   2.38%
   2.58%
   2.49%
   2.26%
   2.35%
   2.01%
   1.99%
   2.10%
   2.40%
   2.08%
   1.64%
   1.86%
   1.74%
   1.83%
   1.76%
   1.98%
   1.91%
   1.64%
   4.95%
   6.96%
 5.64%
 5.07%
 4.79%
 4.29%
 5.54%
 3.00%
 2.48%



















2.52%
2.53%
2.71%
2.32%
2.36%
1.97%
2.05%
1.40%
2.00%
2.17%
2.21%
2.24%
3.96%
  6.78%
  6.36%
5.63%
4.58%
4.34%
3.99%
4.02%
3.73%
3.79%
3.66%
4.50%
5.07%
2.58%
1.78%
1.66%
1.86%
1.93%
1.99%



















2.29%
2.20%
2.29%
2.15%
1.67%
2.19%
2.19%
1.52%
1.87%
1.92%
1.97%
2.13%
2.43%
2.45%
2.53%
2.41%
2.15%
1.98%
2.03%
2.07%
2.25%
2.22%
2.26%
2.04%
2.17%
1.59%
1.83%
2.12%
1.67%
3.37%




















   5.67%
 3.72%
 3.41%
 3.23%
 3.15%
 2.56%
 2.66%
 1.97%
 1.78%
 1.74%
 2.01%
 2.16%
 1.64%
 2.02%
 2.21%
 2.03%
 2.01%
 2.10%
 2.43%
 2.14%
 1.79%
 2.04%
 2.02%
 1.42%
 1.87%
 2.23%
 1.42%
 1.77%
 1.70%
 1.89%
 1.88%



















2.00%
2.35%
2.01%
2.19%
2.30%
2.19%
1.89%
2.24%
2.45%
2.19%
2.41%
2.19%
2.25%
2.05%
2.29%
2.45%
2.13%
2.28%
2.64%
2.40%
2.33%
2.50%
2.74%
2.37%
2.54%
2.61%
1.94%
  2.71%
3.02%
  3.10%




















   5.31%
   4.31%
   4.81%
   4.41%
   4.89%
   5.63%
   5.63%
   5.34%
   5.99%
   6.16%
   6.12%
   5.59%
   6.36%
   6.56%
   6.09%
   6.51%
   6.12%
   5.94%
   5.01%
   5.01%
   4.39%
 3.80%
 2.26%
 2.17%
 2.34%
 2.32%
 2.07%
 1.78%
 1.65%
 1.89%
 2.18%









